batch_id,sku,product_slug,product_name,category,source_file,source_type,target_file,target_type,source_width,source_height,source_size_bytes,target_width,target_height,target_format,existing_target,action,status,notes
20260717075231-7ba9bd,GS-CTL-001,bowden-cable-assembly,Bowden Cable Assembly,control-brake-cables,image-import/control-brake-cables/bowden-cable-assembly/construction-original-01.webp,construction,public/images/products/bowden-cable-assembly/construction-01.webp,construction,730,730,20798,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-001,bowden-cable-assembly,Bowden Cable Assembly,control-brake-cables,image-import/control-brake-cables/bowden-cable-assembly/construction-original-02.webp,construction,public/images/products/bowden-cable-assembly/construction-02.webp,construction,730,730,21386,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-001,bowden-cable-assembly,Bowden Cable Assembly,control-brake-cables,image-import/control-brake-cables/bowden-cable-assembly/construction-original-03.webp,construction,public/images/products/bowden-cable-assembly/construction-03.webp,construction,730,730,11904,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-001,bowden-cable-assembly,Bowden Cable Assembly,control-brake-cables,image-import/control-brake-cables/bowden-cable-assembly/construction-original-04.webp,construction,public/images/products/bowden-cable-assembly/construction-04.webp,construction,730,730,21386,730,730,webp,false,skip,skipped,Source is byte-identical to an earlier gallery source and is excluded to prevent duplicate output.
20260717075231-7ba9bd,GS-CTL-001,bowden-cable-assembly,Bowden Cable Assembly,control-brake-cables,image-import/control-brake-cables/bowden-cable-assembly/construction-original-05.webp,construction,public/images/products/bowden-cable-assembly/construction-05.webp,construction,730,730,32280,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-CTL-001,bowden-cable-assembly,Bowden Cable Assembly,control-brake-cables,image-import/control-brake-cables/bowden-cable-assembly/gym-cable-coated-black-pvc26351933454.webp,unknown,,,730,730,30624,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-001,bowden-cable-assembly,Bowden Cable Assembly,control-brake-cables,image-import/control-brake-cables/bowden-cable-assembly/main-original-01.webp,main,public/images/products/bowden-cable-assembly/main.webp,main,730,730,32280,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-002,push-pull-control-cable,Push Pull Control Cable,control-brake-cables,image-import/control-brake-cables/push-pull-control-cable/main-original-01.webp,main,public/images/products/push-pull-control-cable/main.webp,main,730,730,23482,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-002,push-pull-control-cable,Push Pull Control Cable,control-brake-cables,image-import/control-brake-cables/push-pull-control-cable/push-pull-control-cable-assemblies28340444875.webp,unknown,,,730,730,23482,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-002,push-pull-control-cable,Push Pull Control Cable,control-brake-cables,image-import/control-brake-cables/push-pull-control-cable/push-pull-control-cable-assemblies32008030633.webp,unknown,,,730,730,22994,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-002,push-pull-control-cable,Push Pull Control Cable,control-brake-cables,image-import/control-brake-cables/push-pull-control-cable/push-pull-control-cable-assemblies32008968165.webp,unknown,,,730,730,18630,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-002,push-pull-control-cable,Push Pull Control Cable,control-brake-cables,image-import/control-brake-cables/push-pull-control-cable/push-pull-control-cable-assemblies32009905786.webp,unknown,,,730,730,18040,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-002,push-pull-control-cable,Push Pull Control Cable,control-brake-cables,image-import/control-brake-cables/push-pull-control-cable/push-pull-control-cable-assemblies32010843094.webp,unknown,,,730,730,12152,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-003,brake-cable-assembly,Brake Cable Assembly,control-brake-cables,image-import/control-brake-cables/brake-cable-assembly/construction-original-01.webp,construction,public/images/products/brake-cable-assembly/construction-01.webp,construction,730,730,23168,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-CTL-003,brake-cable-assembly,Brake Cable Assembly,control-brake-cables,image-import/control-brake-cables/brake-cable-assembly/construction-original-02.webp,construction,public/images/products/brake-cable-assembly/construction-02.webp,construction,730,730,30560,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-003,brake-cable-assembly,Brake Cable Assembly,control-brake-cables,image-import/control-brake-cables/brake-cable-assembly/construction-original-03.webp,construction,public/images/products/brake-cable-assembly/construction-03.webp,construction,730,730,28470,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-003,brake-cable-assembly,Brake Cable Assembly,control-brake-cables,image-import/control-brake-cables/brake-cable-assembly/construction-original-04.webp,construction,public/images/products/brake-cable-assembly/construction-04.webp,construction,730,730,27988,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-003,brake-cable-assembly,Brake Cable Assembly,control-brake-cables,image-import/control-brake-cables/brake-cable-assembly/construction-original-05.webp,construction,public/images/products/brake-cable-assembly/construction-05.webp,construction,730,730,23584,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-003,brake-cable-assembly,Brake Cable Assembly,control-brake-cables,image-import/control-brake-cables/brake-cable-assembly/main-original-01.webp,main,public/images/products/brake-cable-assembly/main.webp,main,730,730,23168,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-004,throttle-control-cable,Throttle Control Cable,control-brake-cables,image-import/control-brake-cables/throttle-control-cable/main-original-01.webp,main,public/images/products/throttle-control-cable/main.webp,main,730,730,31244,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-CTL-004,throttle-control-cable,Throttle Control Cable,control-brake-cables,image-import/control-brake-cables/throttle-control-cable/throttle-motorcycle-control-cable49510017499.webp,unknown,,,730,730,31244,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-004,throttle-control-cable,Throttle Control Cable,control-brake-cables,image-import/control-brake-cables/throttle-control-cable/throttle-motorcycle-control-cable54550860320.webp,unknown,,,730,730,32568,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-004,throttle-control-cable,Throttle Control Cable,control-brake-cables,image-import/control-brake-cables/throttle-control-cable/throttle-motorcycle-control-cable54551797822.webp,unknown,,,730,730,31206,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-004,throttle-control-cable,Throttle Control Cable,control-brake-cables,image-import/control-brake-cables/throttle-control-cable/throttle-motorcycle-control-cable54552891570.webp,unknown,,,730,730,21556,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-CTL-004,throttle-control-cable,Throttle Control Cable,control-brake-cables,image-import/control-brake-cables/throttle-control-cable/throttle-motorcycle-control-cable54553829153.webp,unknown,,,730,730,31892,730,730,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-GYM-001,gym-equipment-cable-assembly,Gym Equipment Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/gym-equipment-cable-assembly/detail-original-01.webp,detail,public/images/products/gym-equipment-cable-assembly/detail-01.webp,detail,730,730,35356,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-001,gym-equipment-cable-assembly,Gym Equipment Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/gym-equipment-cable-assembly/detail-original-02.webp,detail,public/images/products/gym-equipment-cable-assembly/detail-02.webp,detail,730,794,33304,730,794,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-GYM-001,gym-equipment-cable-assembly,Gym Equipment Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/gym-equipment-cable-assembly/detail-original-03.webp,detail,public/images/products/gym-equipment-cable-assembly/detail-03.webp,detail,730,575,27792,730,575,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-001,gym-equipment-cable-assembly,Gym Equipment Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/gym-equipment-cable-assembly/detail-original-04.webp,detail,public/images/products/gym-equipment-cable-assembly/detail-04.webp,detail,730,730,39008,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-001,gym-equipment-cable-assembly,Gym Equipment Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/gym-equipment-cable-assembly/detail-original-05.webp,detail,public/images/products/gym-equipment-cable-assembly/detail-05.webp,detail,730,660,47530,730,660,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-001,gym-equipment-cable-assembly,Gym Equipment Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/gym-equipment-cable-assembly/main-original-01.webp,main,public/images/products/gym-equipment-cable-assembly/main.webp,main,730,794,33304,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-002,weight-stack-cable-assembly,Weight Stack Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/weight-stack-cable-assembly/334788_a_$web$__40758.jpg,unknown,,,1280,1280,172953,900,900,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-GYM-002,weight-stack-cable-assembly,Weight Stack Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/weight-stack-cable-assembly/335051_$web$__93761.jpg,unknown,,,2000,2000,206467,900,900,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-GYM-002,weight-stack-cable-assembly,Weight Stack Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/weight-stack-cable-assembly/main-original-01.jpg,main,public/images/products/weight-stack-cable-assembly/main.webp,main,2000,2000,293637,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-002,weight-stack-cable-assembly,Weight Stack Cable Assembly,gym-fitness-cables,image-import/gym-fitness-cables/weight-stack-cable-assembly/review-original-04.jpg,review,,,2000,2000,293637,900,900,webp,false,review,review,Review or unconfirmed source images are excluded from formal production output.
20260717075231-7ba9bd,GS-GYM-003,pvc-coated-gym-cable,PVC Coated Gym Cable,gym-fitness-cables,image-import/gym-fitness-cables/pvc-coated-gym-cable/application-original-01.webp,application,public/images/products/pvc-coated-gym-cable/application-01.webp,application,730,730,40814,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-GYM-003,pvc-coated-gym-cable,PVC Coated Gym Cable,gym-fitness-cables,image-import/gym-fitness-cables/pvc-coated-gym-cable/application-original-02.webp,application,public/images/products/pvc-coated-gym-cable/application-02.webp,application,730,730,30558,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-003,pvc-coated-gym-cable,PVC Coated Gym Cable,gym-fitness-cables,image-import/gym-fitness-cables/pvc-coated-gym-cable/application-original-03.webp,application,public/images/products/pvc-coated-gym-cable/application-03.webp,application,730,730,33152,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-003,pvc-coated-gym-cable,PVC Coated Gym Cable,gym-fitness-cables,image-import/gym-fitness-cables/pvc-coated-gym-cable/application-original-04.webp,application,public/images/products/pvc-coated-gym-cable/application-04.webp,application,730,730,27604,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-003,pvc-coated-gym-cable,PVC Coated Gym Cable,gym-fitness-cables,image-import/gym-fitness-cables/pvc-coated-gym-cable/application-original-05.webp,application,public/images/products/pvc-coated-gym-cable/application-05.webp,application,730,730,26632,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-003,pvc-coated-gym-cable,PVC Coated Gym Cable,gym-fitness-cables,image-import/gym-fitness-cables/pvc-coated-gym-cable/application-original-06.webp,application,public/images/products/pvc-coated-gym-cable/application-06.webp,application,730,730,25766,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-003,pvc-coated-gym-cable,PVC Coated Gym Cable,gym-fitness-cables,image-import/gym-fitness-cables/pvc-coated-gym-cable/main-original-01.webp,main,public/images/products/pvc-coated-gym-cable/main.webp,main,730,730,40814,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-GYM-004,fitness-cable-with-ball-end,Fitness Cable with Ball End,gym-fitness-cables,image-import/gym-fitness-cables/fitness-cable-with-ball-end/detail-original-01.webp,detail,public/images/products/fitness-cable-with-ball-end/detail-01.webp,detail,730,730,17436,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-GYM-004,fitness-cable-with-ball-end,Fitness Cable with Ball End,gym-fitness-cables,image-import/gym-fitness-cables/fitness-cable-with-ball-end/main-original-01.webp,main,public/images/products/fitness-cable-with-ball-end/main.webp,main,730,730,17436,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-001,wire-rope-thimble,Wire Rope Thimble,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-thimble/detail-original-01.webp,detail,public/images/products/wire-rope-thimble/detail-01.webp,detail,730,730,43522,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-FIT-001,wire-rope-thimble,Wire Rope Thimble,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-thimble/detail-original-02.webp,detail,public/images/products/wire-rope-thimble/detail-02.webp,detail,300,300,22044,300,300,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-001,wire-rope-thimble,Wire Rope Thimble,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-thimble/detail-original-03.webp,detail,public/images/products/wire-rope-thimble/detail-03.webp,detail,474,474,19750,474,474,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-001,wire-rope-thimble,Wire Rope Thimble,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-thimble/detail-original-04.webp,detail,public/images/products/wire-rope-thimble/detail-04.webp,detail,474,474,19508,474,474,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-001,wire-rope-thimble,Wire Rope Thimble,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-thimble/main-original-01.webp,main,public/images/products/wire-rope-thimble/main.webp,main,730,730,43522,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-002,wire-rope-sleeve,Wire Rope Sleeve,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-sleeve/detail-original-01.webp,detail,public/images/products/wire-rope-sleeve/detail-01.webp,detail,730,730,23178,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-FIT-002,wire-rope-sleeve,Wire Rope Sleeve,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-sleeve/detail-original-02.webp,detail,public/images/products/wire-rope-sleeve/detail-02.webp,detail,730,730,10656,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-002,wire-rope-sleeve,Wire Rope Sleeve,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-sleeve/detail-original-03.webp,detail,public/images/products/wire-rope-sleeve/detail-03.webp,detail,730,730,25192,730,730,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-002,wire-rope-sleeve,Wire Rope Sleeve,wire-rope-fittings,image-import/wire-rope-fittings/wire-rope-sleeve/main-original-01.webp,main,public/images/products/wire-rope-sleeve/main.webp,main,730,730,23178,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-003,swage-terminal,Swage Terminal,wire-rope-fittings,image-import/wire-rope-fittings/swage-terminal/main-original-01.webp,main,public/images/products/swage-terminal/main.webp,main,730,730,9378,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
20260717075231-7ba9bd,GS-FIT-003,swage-terminal,Swage Terminal,wire-rope-fittings,image-import/wire-rope-fittings/swage-terminal/terminal-original-01.webp,terminal,public/images/products/swage-terminal/terminal-01.webp,terminal,730,730,9378,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-FIT-004,cable-gripper,Cable Gripper,wire-rope-fittings,image-import/wire-rope-fittings/cable-gripper/detail-original-01.webp,detail,public/images/products/cable-gripper/detail-01.webp,detail,730,730,28308,730,730,webp,false,skip,skipped,Source is byte-identical to the selected main-original-01 copy and is excluded to prevent gallery duplication.
20260717075231-7ba9bd,GS-FIT-004,cable-gripper,Cable Gripper,wire-rope-fittings,image-import/wire-rope-fittings/cable-gripper/main-original-01.webp,main,public/images/products/cable-gripper/main.webp,main,730,730,28308,1200,1200,webp,true,keep,kept,Existing target matches the processing manifest; use --force to regenerate it.
